step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
190.0,41,1289.0,16.960526315789473,4.6518326635796186,3,40.0,0.42666540115012086,7,127.0,0.23453391509516544,0,0.0,0.8257985842668286,0,24.0,0.5675035811669925,10,480.0,0.20270989338186818,1,41.0,0.6970001977417757,6,183.0,0.21706500090804084,3,33.0,0.3734277670232465,11,440.0,0.23327575398362382,41,1368.0
195.0,32,911.0,11.531645569620252,5.165553221728078,4,55.0,0.4952897019448473,6,141.0,0.28848528718213673,0,0.0,0.9602955021895848,0,0.0,1.0,4,335.0,0.4046056342373162,0,2.0,0.4406703444265421,7,218.0,0.08631957208104135,2,36.0,0.40643046268728344,9,450.0,0.3084623448155211,32,1237.0
200.0,37,1042.0,13.189873417721518,4.94288192442985,3,70.0,0.45128313527400693,7,175.0,0.14180581167955927,0,0.0,0.33544929195815193,0,4.0,0.8905738864007129,1,66.0,0.49209344812407657,2,10.0,0.27125783584907703,9,260.0,1.8124030627990637e-05,3,48.0,0.4763462938611059,12,501.0,0.26550257880313216,37,1134.0
205.0,43,1229.0,15.17283950617284,3.8852093073533456,4,85.0,0.47233752938548057,9,218.0,0.07600409461780694,0,0.0,0.26393685832660274,0,6.0,0.8623637824369902,3,61.0,0.06891224007711204,2,20.0,0.06885055079623202,9,305.0,0.0,3,63.0,0.5013656087812863,13,566.0,0.1781813795592234,43,1324.0
210.0,43,926.0,11.432098765432098,3.93234793906387,3,100.0,0.5446544715249346,10,269.0,0.29163386341631653,0,0.0,1.0,0,4.0,0.6121168135313898,8,93.0,5.047958023231853e-05,3,38.0,0.4179867797044881,9,350.0,0.018348806351768113,4,80.0,0.28547749144998974,6,379.0,0.16275097405383132,43,1313.0
215.0,27,563.0,7.0375,4.837931457246926,0,33.0,0.6050493129270552,3,155.0,0.5342003398844372,1,0.0,0.0,3,11.0,0.2700437894148723,1,53.0,0.15416218527044054,3,53.0,0.5234375954297763,6,340.0,0.14567448887579776,7,113.0,0.24173698051539563,2,214.0,0.1388752782650165,26,972.0
220.0,24,613.0,7.567901234567901,6.376140444755132,1,7.0,0.6370176111094012,3,90.0,0.5147015089038172,0,4.0,0.7078117677420037,5,36.0,0.4327327462110105,0,7.0,0.6599015110882259,1,54.0,0.666754986500917,6,355.0,0.2169844152750402,5,137.0,0.39063215461849327,3,216.0,0.009556418472027952,24,906.0
225.0,31,662.0,7.880952380952381,6.117943265297184,2,7.0,0.5635816932093154,0,5.0,0.5178585469547295,0,6.0,0.8291809934517071,5,61.0,0.42651672540577135,1,13.0,0.7685302799644462,5,72.0,0.3782234963783318,6,385.0,0.2735273262519016,6,164.0,0.374470043822088,6,243.0,0.0003366394304572314,31,956.0
230.0,30,589.0,7.011904761904762,5.028103953851935,2,13.0,0.5074819659719876,4,17.0,0.3458353495163334,0,6.0,0.6714797942553358,3,49.0,0.17351504397265968,1,20.0,0.62472446569621,8,100.0,0.15955798151002168,6,415.0,0.2977224930412155,0,53.0,0.40370096014158613,6,277.0,0.21409304086133726,30,950.0
235.0,40,746.0,8.987951807228916,4.642509902594792,2,23.0,0.68897776816712,6,45.0,0.17879386862584126,0,4.0,0.6091996024121535,2,20.0,0.49637109766492243,2,10.0,0.14804690584952632,11,150.0,0.10664637497526006,8,453.0,0.28611592998614493,2,5.0,0.19758677634489472,6,307.0,0.07836618379875092,39,1017.0
