step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
710.0,48,4204.0,57.58904109589041,1.9401814236926607,11,1505.0,0.11873205695940611,12,1407.0,0.19956634193416414,20,3604.0,0.047256919663878225,5,519.0,0.17144754343465918,48,7035.0
715.0,53,4317.0,57.56,1.8013684157231757,9,1555.0,0.13012507388863004,13,1469.0,0.1193896665125652,24,3714.0,0.040458818430920085,7,551.0,0.030457710531432876,53,7289.0
720.0,52,3829.0,50.38157894736842,2.480050334903507,8,1596.0,0.07687740091101036,15,1543.0,0.1584462078428711,21,3607.0,0.11849841497284727,8,590.0,0.18602104839774486,52,7336.0
725.0,48,3162.0,43.31506849315068,2.376038736097098,8,1636.0,0.20520777570319915,15,1618.0,0.057680802028136,17,3297.0,0.11988364571900119,8,630.0,0.3102544546396533,48,7181.0
730.0,50,2789.0,36.22077922077922,2.597738741205348,12,1688.0,0.19616627433106554,15,1693.0,0.05721588944468488,15,3373.0,0.18870858219183217,8,670.0,0.2306761088440435,50,7424.0
735.0,52,2572.0,32.55696202531646,1.9540278711123518,15,1754.0,0.10756894139629491,15,1768.0,0.09171194088125596,14,3444.0,0.14345752674166953,8,710.0,0.12056344117696799,52,7676.0
740.0,58,2639.0,32.9875,1.4988480902043435,17,1836.0,0.00012145582062650404,17,1845.0,0.005535215172882878,16,3522.0,0.11923819411244603,8,748.0,0.05594051805825443,58,7951.0
745.0,65,2948.0,35.51807228915663,1.4687498932659393,17,1921.0,0.05362430334661124,18,1931.0,3.184215846916482e-05,22,3620.0,0.07788109420200905,8,788.0,0.0,65,8260.0
750.0,71,3292.0,41.15,0.9300252643423539,19,2013.0,0.047618538105433365,18,2021.0,0.0,26,3742.0,0.00258015228720623,8,830.0,0.10929160414506417,71,8606.0
755.0,74,3656.0,46.87179487179487,0.5863476688257853,19,2108.0,0.045092029099930465,18,2111.0,0.0,29,3883.0,5.0526927484173194e-05,8,870.0,0.07495629914995462,74,8972.0
760.0,74,4026.0,50.325,0.8687828796259469,19,2203.0,0.0,18,2201.0,0.09770759097567706,29,4028.0,0.06402118786910185,8,908.0,0.0,74,9340.0
765.0,74,4396.0,54.95,0.794169596570278,19,2298.0,0.0,18,2291.0,0.09645999549733345,29,4173.0,0.06048890050411741,8,948.0,0.0,74,9710.0
770.0,75,4771.0,59.6375,0.39949907150329933,19,2393.0,0.0,18,2381.0,0.024971537949393382,30,4323.0,0.030021000688998416,8,988.0,0.0,75,10085.0
775.0,76,5151.0,64.3875,0.23742459706064406,19,2488.0,0.0,18,2471.0,0.008820765757131387,31,4478.0,0.0015068092416377678,8,1028.0,0.0,76,10465.0
780.0,77,5536.0,68.34567901234568,0.6185541123380496,19,2583.0,0.0,18,2561.0,0.05198045659924883,32,4638.0,0.0,8,1070.0,0.18258635522371686,77,10852.0
785.0,77,5921.0,74.0125,0.4649660260539731,19,2678.0,0.0,18,2651.0,0.049115438071550666,32,4798.0,0.0,8,1110.0,0.17987610487795677,77,11237.0
790.0,77,6306.0,77.85185185185185,0.5005461244445134,19,2773.0,0.047710148757376496,18,2741.0,0.0023255830077129587,32,4958.0,0.0,8,1148.0,0.10558852665308702,77,11620.0
795.0,74,6376.0,75.01176470588236,1.2149035353605968,19,2868.0,0.15046410549606684,18,2831.0,0.0,32,5118.0,0.023554698532884683,5,937.0,0.045273498673426525,74,11754.0
800.0,69,6277.0,71.32954545454545,1.9571264151221037,19,2963.0,0.12361232460059605,18,2921.0,0.09752994153397189,32,5278.0,0.020668597954260466,0,553.0,0.33643200248671407,69,11715.0
805.0,72,6633.0,75.375,2.0010274235332486,19,3058.0,0.04737252273268711,18,3011.0,0.13666409849138106,34,5446.0,0.07273768637737944,1,556.0,0.26758893927073607,72,12071.0
810.0,77,7008.0,79.63636363636364,1.7770227948955237,19,3153.0,0.09070643785085786,18,3101.0,0.04965123440157939,35,5618.0,0.07118796040638561,5,572.0,0.27313246806928204,77,12444.0
815.0,78,7395.0,84.0340909090909,1.149244001889007,19,3248.0,0.08809584584850466,18,3191.0,0.0,36,5795.0,0.010927272963952218,5,597.0,0.319961022016165,78,12831.0
820.0,81,7795.0,88.57954545454545,0.6018579228156218,19,3343.0,0.13970970716081324,18,3281.0,0.0,38,5983.0,4.177950615275211e-06,6,624.0,0.06256579519794041,81,13231.0
825.0,77,8163.0,91.71910112359551,1.0059288967567024,19,3438.0,0.12238522655290739,18,3371.0,0.051412123181606914,35,6159.0,0.053161374992248295,5,649.0,0.035640954483965384,77,13617.0
830.0,78,8550.0,93.95604395604396,1.654325225589083,20,3535.0,0.11303489959093037,18,3461.0,0.050483306635100596,35,6319.0,0.05073102155753009,5,672.0,0.0,78,13987.0
835.0,77,8572.0,94.1978021978022,1.2708833526875867,22,3642.0,0.04318422821098894,18,3551.0,0.014514930296339624,32,6122.0,0.014474204714438492,5,697.0,0.0,77,14012.0
840.0,73,8365.0,95.05681818181819,1.2371596213738487,20,3741.0,0.05809237146717814,19,3645.0,1.9910717248649763e-06,29,5562.0,0.040435808932448886,5,724.0,0.34717789436161905,73,13672.0
845.0,66,8297.0,94.2840909090909,1.6734237631667974,19,3822.0,0.10139355638569399,19,3740.0,0.05,23,5341.0,0.11419710307778429,5,749.0,0.28869439161454175,66,13652.0
850.0,65,7348.0,81.64444444444445,1.939066739566494,19,3913.0,0.12390169720105071,16,3509.0,0.06331380716327073,22,5447.0,0.1658902324297097,8,781.0,0.011570525002387026,65,13650.0
855.0,62,6156.0,67.64835164835165,2.3240837638115845,20,4009.0,0.12030569488487738,11,2941.0,0.1341174966589489,22,5553.0,0.15617481825395071,9,825.0,1.681060003371022e-05,62,13328.0
860.0,60,5482.0,60.24175824175824,1.8795602121340498,21,4110.0,0.062418147253131606,6,2655.0,0.18883735071702593,27,5677.0,0.04965158679215969,6,661.0,0.03219450361543139,60,13103.0
865.0,60,5067.0,56.93258426966292,1.7778210968619994,22,4218.0,0.0005773039063384337,5,2682.0,0.18551934790929142,32,5827.0,0.0037030010861613632,1,336.0,0.3940624764977576,60,13063.0
870.0,64,5099.0,57.29213483146067,1.8804699858304574,23,4333.0,0.03953487882707824,6,2706.0,0.16391076836254842,33,5989.0,0.03126108482949738,2,342.0,0.40334325809675475,64,13370.0
875.0,68,5382.0,61.15909090909091,1.7770809106375567,20,4424.0,0.07470436429954252,10,2748.0,0.1356584852759288,33,6133.0,4.0939200750944394e-05,5,359.0,0.14106327961668969,68,13664.0
880.0,69,5623.0,63.89772727272727,2.125013183216595,19,4493.0,0.06506596166574628,14,2810.0,0.12144309132840267,30,5925.0,0.09850937915257843,6,388.0,9.310462959412543e-05,69,13616.0
885.0,63,5298.0,61.604651162790695,2.299341866674963,17,4214.0,0.015429474659850506,14,2880.0,0.06598499108304691,26,5785.0,0.1428157471864386,6,420.0,0.3695936443101008,63,13299.0
890.0,55,4647.0,55.98795180722892,2.0297774111155276,13,3575.0,0.0627708949757873,14,2952.0,0.12985554870563198,22,5769.0,0.09244739351453884,6,450.0,0.30597802116780803,55,12746.0
895.0,58,4165.0,49.0,2.033191763667272,11,3632.0,0.11726317392070164,17,3030.0,0.10167965568759263,22,5878.0,0.060781582375089564,8,486.0,0.09199944710951674,58,13026.0
900.0,58,3603.0,41.895348837209305,1.9034296123305956,8,3678.0,0.16538924924261617,18,3116.0,0.043471057549834546,22,5986.0,0.04753617137464915,10,535.0,0.0899597375047544,58,13315.0
905.0,62,3564.0,41.92941176470588,1.2796962734980715,7,3700.0,0.1277889973461407,19,3208.0,0.04819499420835785,26,6109.0,0.01563867562606939,10,585.0,0.0008932427649870589,62,13602.0
910.0,65,3758.0,43.69767441860465,1.5280593401421716,11,3730.0,0.12429809431791825,17,3290.0,0.14108546339398853,29,6252.0,0.0759577063085817,8,456.0,0.03316527921913406,65,13728.0
915.0,64,3926.0,45.651162790697676,2.239176897955192,14,3794.0,0.09624688955887065,17,3370.0,0.09682747650676053,30,6402.0,0.1122898583546321,3,252.0,0.31266395552718096,64,13818.0
920.0,63,4024.0,45.21348314606742,2.4503037490263737,17,3876.0,0.15877733673090833,14,3090.0,0.033712804092477726,30,6550.0,0.031898244040397636,2,248.0,0.3940294140320585,63,13764.0
925.0,66,4081.0,44.84615384615385,2.355811849445598,18,3966.0,0.08229088101481973,11,2509.0,0.11200251257347137,31,6701.0,0.049443608016675515,6,266.0,0.12731990983519598,66,13442.0
930.0,66,4187.0,46.522222222222226,1.6851282510809098,21,4067.0,0.002186543018229292,6,2543.0,0.18617102985801567,32,6857.0,0.003548015865939426,7,298.0,0.00013336252485113474,66,13765.0
935.0,65,4310.0,49.54022988505747,1.6770385099370786,20,4169.0,0.056947777261560896,5,2563.0,0.15230965091568072,33,7013.0,2.479129170654807e-05,7,335.0,0.24619020619619153,65,14080.0
940.0,67,4592.0,54.666666666666664,1.5201827596759403,19,4255.0,0.09485305351994565,8,2595.0,0.08885568508048734,33,7180.0,0.06673777432737395,7,370.0,0.27547920665659276,67,14400.0
945.0,70,4787.0,56.31764705882353,0.9942318654127563,18,3948.0,0.10184522037826481,12,2645.0,0.010193686736639312,33,7345.0,0.0663491653296066,7,405.0,0.03978996685289995,70,14343.0
950.0,70,4906.0,57.04651162790697,1.022168449757537,13,3346.0,0.14240810790899625,14,2709.0,0.07799248382523281,33,7510.0,0.0485960456523887,10,451.0,0.00015619231258819357,70,14016.0
955.0,67,5035.0,58.54651162790697,0.8179609049940122,8,3051.0,0.1433509612351462,17,2787.0,0.0024345481064204,35,7681.0,0.0018323753227879756,7,488.0,0.1371147623795137,67,14007.0
960.0,62,5098.0,57.93181818181818,1.7469889697379544,6,3074.0,0.20196970434628142,15,2559.0,0.019000249370289764,34,7855.0,0.07310324267787935,7,510.0,0.12181880822650855,62,13998.0
965.0,59,5149.0,58.51136363636363,2.4917177949152944,7,3105.0,0.15315563543950514,10,2039.0,0.081459799067011,35,8023.0,0.09332337558021898,7,543.0,0.0,59,13710.0
970.0,61,5358.0,62.30232558139535,1.9286327556636846,11,3155.0,0.02819119582665552,8,2081.0,0.08528126336481864,35,8196.0,0.04926081877065277,7,578.0,0.0,61,14010.0
975.0,60,5309.0,63.963855421686745,1.3104578406580842,15,3224.0,0.0031700563625193467,6,2114.0,0.07645874915223506,32,8153.0,0.006246938646130855,7,613.0,0.0,60,14104.0
980.0,57,5179.0,65.55696202531645,1.508427525834542,13,2602.0,0.07076194978129932,8,2148.0,0.09026454611963326,29,7882.0,0.02522278722283814,7,650.0,0.2067042524579762,57,13282.0
985.0,50,4923.0,63.935064935064936,0.9732069505880439,7,2630.0,0.09191327075985257,12,2203.0,0.024954324257757694,24,8005.0,0.04366109919026468,7,685.0,0.14386514130012487,50,13523.0
990.0,56,4857.0,61.48101265822785,1.0195221121840576,8,2657.0,0.10879107976682659,15,2271.0,0.0018921698564517396,23,8125.0,0.091608149641547,10,728.0,0.0010168564844585978,56,13781.0
995.0,56,4740.0,60.0,1.1266420623007876,8,2696.0,0.10364335771528572,17,2354.0,0.0001162663361201916,24,8239.0,0.0888711026160202,7,643.0,0.04430115764965604,56,13932.0
1000.0,54,4619.0,56.329268292682926,1.8681168185495614,10,2738.0,0.1276407910503721,14,2134.0,0.12081821850190237,28,8368.0,0.014034385102882201,2,413.0,0.20151998560680248,54,13653.0
