step_time,reward,total_stopped,total_wait_time,total_co2_emission,mean_co2_emission,total_travel_time
125.0,-283315.9899425777,24,1305.0,77280.7478370765,7.116203029106172,94.17583814174766
130.0,-279158.2361111111,24,1425.0,76865.35578710792,9.141854172460224,72.05428589023397
135.0,-279158.2361111111,22,1426.0,72486.73058272144,7.476273462872076,234.94612972258244
140.0,-279158.2361111111,18,1341.0,90125.47358668708,12.122334610485265,60.246927457666565
145.0,-80745.73652350943,15,1339.0,71204.39870096536,6.701293376639988,233.91793789503544
150.0,-80745.73652350943,21,1430.0,76037.49809299324,7.388157827647378,257.23414029784976
155.0,-40089.06496896166,28,1552.0,98187.48361326155,10.51891471933745,224.57874904752057
160.0,-130620.46477516706,32,1701.0,86743.80689275757,9.804898552300502,243.14238686249985
165.0,-130620.46477516706,32,1852.0,103041.19090836079,10.881564601797068,245.87508971845097
170.0,-226117.85888089164,33,2015.0,103014.87787292303,12.024369836170736,61.54439170935066
175.0,-226117.85888089164,32,2170.0,100020.97518066817,8.443540538699892,225.72413714350765
180.0,-226118.01350144227,32,2328.0,103406.8705215175,7.6154908815768945,177.269359462757
185.0,-246031.14761383508,29,2374.0,97143.72186033525,7.174702766111221,269.66399638772236
190.0,-246031.14761383508,26,2304.0,109300.08698885127,9.66370552792084,281.2934681682152
195.0,-49127.19811842808,21,2246.0,89302.1844621989,11.339113386980035,598.8764202405509
200.0,-49127.19811842808,22,2045.0,108750.6179070555,10.114874718746899,990.588047165585
205.0,-100165.03620759438,21,2149.0,97762.56106635404,9.734163990717256,228.1737611207345
210.0,-133602.26095062442,26,2265.0,112072.02751905417,9.050351692602682,210.6207971225548
215.0,-133602.26095062442,31,2404.0,109846.76003964216,9.862355216371478,248.37422897594797
220.0,-401918.62797059666,34,2567.0,104375.17949495863,9.651985035880706,373.30634723047325
225.0,-401918.62797059666,39,2755.0,135772.60907417673,11.283005576646149,358.9868300220346
230.0,-546782.6262653505,39,2870.0,137002.41493306425,10.398245821487759,202.80203617208687
235.0,-661375.8079448298,36,2897.0,137216.5898026363,11.509832511827927,208.5940058062924
240.0,-669613.05481251,40,3013.0,115002.39058843,8.688800002836064,302.3693714517523
245.0,-669613.05481251,44,3225.0,129864.07532727599,9.67256403175573,157.6468214243227
250.0,-738985.72777753,44,3444.0,134401.78702774012,9.349024513780469,178.9151351570948
255.0,-738985.72777753,42,3637.0,152228.5556641663,10.094017659556735,177.94827887504945
260.0,-806741.6238601658,44,3844.0,137150.77812504338,10.255731915437298,201.86836489646205
265.0,-1007740.8263794295,44,4062.0,128580.22211653208,9.87536369684182,595.4386795280591
270.0,-1007761.2323611109,47,4290.0,134228.2209740458,9.810853454888399,121.17855199768596
275.0,-1007761.2323611109,49,4531.0,139094.59463933605,9.959093076281462,209.25448812756662
280.0,-1007761.2323611109,45,4689.0,138580.53565865397,9.58980153460751,1001.2383820738055
285.0,-1007761.2323611109,43,4755.0,130875.8046698848,9.621098962933013,427.85046955508744
290.0,-1007761.2323611109,42,4708.0,128052.92830342322,7.63522655755281,840.0230633283347
295.0,-1007761.2323611109,34,4287.0,147300.13623339473,14.65693949030804,254.58252015598333
300.0,-1007761.2323611109,24,4074.0,153935.88189037165,12.033017118558796,217.1423700656324
305.0,-555271.1798884653,19,4151.0,104003.69702296179,9.004009112292854,256.9035495397113
310.0,-555271.1798884653,20,4245.0,115881.82379007345,9.932071693776098,273.5386497680389
315.0,-325066.4727733424,24,4355.0,111096.47609606324,11.137834835675545,266.8578862271363
320.0,-292863.13740445935,32,4496.0,109312.50007352787,6.9904409806903764,566.805524663796
325.0,-292863.13740445935,38,4676.0,122568.54399713827,14.019237050295928,1834.2869637844294
330.0,-698694.1970562235,41,4871.0,132616.8925776429,13.076662731671455,849.0144455446948
335.0,-698694.1970562235,41,5070.0,120272.94646490889,9.072643133350523,199.55908272664428
340.0,-904466.2882417424,38,5134.0,128131.05926828619,10.355517137054173,137.53620173309693
345.0,-904466.2882417424,38,5065.0,116690.4300592604,10.12676778842525,196.15891411839735
350.0,-1007760.0683917586,40,5251.0,120503.24974986227,10.55423086213289,521.9861002140349
355.0,-1007761.2323611109,41,5454.0,132385.3254118285,13.307019161445702,164.74474459023236
360.0,-1010552.8147222219,43,5666.0,117915.23631791548,8.423144834724498,163.96891690487934
365.0,-1010552.8147222219,42,5861.0,126876.1460712314,14.138216366417689,638.6273561047466
370.0,-1007761.2323611109,43,6075.0,135991.86167359143,12.45091290400509,381.233569360009
375.0,-1007761.2323611109,34,5792.0,130683.31847782922,9.872206936804655,520.2571375742215
380.0,-578261.4835169623,30,5649.0,128310.67155768562,10.240156414164073,85.76843028826084
385.0,-578261.4835169623,23,5206.0,119026.33055256635,13.000982753453869,329.86242630180425
390.0,-300218.45892794227,18,5033.0,126520.73761704675,11.099652113639785,189.44761775501988
395.0,-270804.62514323613,20,5131.0,109099.24577536344,8.952442110958964,230.43722188111576
400.0,-425889.41935307544,18,5203.0,87734.43752082948,7.936510840887324,640.0115011501213
405.0,-624164.3391488998,27,5314.0,93487.9917828916,8.866687691581879,202.7696821562395
410.0,-624164.3391488998,24,5047.0,98697.02048332695,11.23864935455754,658.0866240429343
415.0,-459022.06124074565,22,5161.0,93137.17814819835,8.875528862772502,134.21153802806367
420.0,-459022.06124074565,24,5281.0,92275.11842282565,10.420001476271295,312.1880279825003
425.0,-197291.42294302408,25,5398.0,87862.77189568414,10.519650979374585,300.4233361005379
430.0,-222416.024087071,28,5533.0,86355.60161762717,9.82116960471312,1742.0514830274979
435.0,-222416.024087071,33,5681.0,100357.37431423893,10.671109376336911,294.97390171596953
440.0,-543054.1721417533,35,5837.0,99706.1679708095,11.45700198316733,169.65635256184717
445.0,-543054.1721417533,35,6012.0,94080.24460337174,7.7173208432662905,386.6540200698824
450.0,-628105.6313326347,35,6187.0,102080.31278387178,9.019577326378146,205.39092523144643
455.0,-714522.2775827814,37,6368.0,105965.17040236882,7.626916306662153,175.32257338988572
460.0,-714644.4699697406,37,6553.0,108065.82409215675,11.26708403420355,176.41210493956663
465.0,-714644.4699697406,38,6742.0,105541.09788182804,9.37566537623225,277.1589605228089
470.0,-714644.7943435597,39,6933.0,104694.55801022894,10.205820737450878,12.736387447170655
475.0,-714644.7943435597,36,6760.0,116025.03099824094,9.331273339165946,1529.8803693764457
480.0,-904278.5792953463,30,5998.0,131206.73518144962,10.330440778719543,177.8154178411638
485.0,-904278.5792953463,20,5274.0,110373.14361805862,12.93497218208895,154.2329690553155
490.0,-498048.8398356766,16,5117.0,109256.73371925639,7.871720990356644,151.60304646357213
495.0,-498048.8398356766,17,5192.0,112182.7890748925,10.904581777350788,98.4241639149829
500.0,-251417.23754353644,20,5283.0,94165.74649772652,7.977415427432612,159.78886295218854
505.0,-212758.3773389537,26,5157.0,101514.16928583717,9.33918429871553,151.86557274935072
510.0,-212758.3773389537,27,4826.0,112573.96914829846,10.695397139738176,253.49852430819988
515.0,-158881.11127839214,28,4740.0,125146.83599698468,11.038541572500677,57.24898011295629
520.0,-158881.11127839214,28,4876.0,104943.60174210441,9.112687531103798,191.8598157103752
525.0,-94202.42549473631,30,4903.0,126460.84916526027,12.231103450179651,232.37516266022357
530.0,-217788.91950222896,32,4985.0,114997.73426821659,10.527228726066502,389.96224866458175
535.0,-217788.91950222896,37,5159.0,109938.87344622547,8.578227626938608,1930.3042623886765
540.0,-542478.7252284719,43,5367.0,112852.01338236107,10.042514714751785,310.95546448698366
545.0,-542478.7252284719,41,5520.0,116636.53188956088,11.276764580356241,1095.0731125057487
550.0,-714622.1024398875,40,5439.0,126993.22006340002,16.446989730492042,204.3471150866499
555.0,-714622.1024398875,35,5167.0,136168.93742032515,12.669622108548051,133.80847223632395
560.0,-449718.9128337167,33,5332.0,114788.73488590677,9.959051514729065,117.23103320918912
565.0,-449718.9128337167,32,5101.0,122152.58091398407,7.983430140569018,315.90673799118576
570.0,-213424.705727418,26,4306.0,123887.48021286802,14.939136980819011,305.8624082205506
575.0,-213424.705727418,22,3708.0,142115.6236610045,11.781651582253327,230.70083805689282
580.0,-144990.27714115914,20,3809.0,93224.3117027724,7.669070483538576,508.88910977164613
585.0,-144990.27714115914,22,3910.0,94511.8951004844,7.340237797070676,163.8341598694492
590.0,-134964.68727494037,31,4050.0,102782.81665642779,9.071372132999937,371.73394415801346
595.0,-226274.26137378917,35,4211.0,126340.63857206829,11.721292713362336,453.9244096887981
600.0,-397241.68207361916,43,4400.0,128388.75060518619,9.673896752273222,434.17389287846703
605.0,-547032.9100745968,44,4601.0,131679.28593547744,10.727382676800689,458.07638894130673
610.0,-547149.7755082118,44,4804.0,119769.83519970516,8.694971045898413,1125.031761939501
615.0,-547149.7755082118,45,4628.0,131039.29520671406,10.295961061947047,1186.1508495273201
620.0,-549941.7251388889,41,4115.0,140841.77747909765,11.621535924025373,462.24556862194794
625.0,-549941.7251388889,37,4303.0,144457.20255020857,11.757279526836953,307.5365050076094
630.0,-664105.4325213841,35,4360.0,129383.10676668055,8.868094000296274,305.47544912644656
635.0,-664105.4325213841,37,4296.0,143666.02707187986,10.258304841593752,412.6226917923614
640.0,-955438.8695641406,36,4465.0,120422.31954891587,8.379714285813128,851.5835268901689
645.0,-955438.8695641406,40,4606.0,146490.52814511323,9.390348032704113,315.0617495287217
650.0,-1007761.2323611109,43,4766.0,120918.74280322818,7.808224617066009,407.65260396823055
655.0,-1007761.2323611109,47,4989.0,136183.9754124813,10.021083692046783,638.1409172491392
660.0,-1018926.3515704193,48,5227.0,135679.83011612232,9.666733974058776,290.90177620062906
665.0,-1018926.3515704193,47,5090.0,147586.9380620657,9.54470504732076,340.0984628369682
670.0,-1007761.2323611109,41,4465.0,158481.26019377864,12.301877184948594,237.1327349187278
675.0,-1007761.2323611109,32,3769.0,179639.7703403081,12.94867975095636,250.30099144635125
680.0,-527021.4523927728,24,3525.0,132019.47411178838,9.135403796715671,199.7710473682571
685.0,-527021.4523927728,24,3623.0,139595.61405720346,10.52431869796426,299.25335351587256
690.0,-253913.942598823,29,3599.0,129151.9231580003,9.611119104976233,314.67409979380176
695.0,-235865.9465790068,28,3281.0,124680.98578923951,10.135861196699613,341.56932066904596
700.0,-235865.9465790068,29,3168.0,128772.55878747322,10.136761937502726,973.4273572524855
705.0,-205255.48388778846,33,3193.0,131681.17193658566,10.004038021736905,1974.114493986267
710.0,-205255.48388778846,33,3336.0,124107.46625008722,9.325705466456633,703.8765299732099
715.0,-99257.23028958892,39,3511.0,134324.5476478839,9.990376874019052,122.97727888588159
720.0,-99257.23028958892,44,3724.0,131292.87613783716,9.524249597486516,705.1002014888178
725.0,-369139.7608779944,50,3965.0,150856.9492158802,10.896069408258473,1435.2096437577247
730.0,-369139.7608779944,53,4222.0,144290.3976482149,9.575449965783182,862.8334622773598
735.0,-628019.6432578911,56,4499.0,149240.26037643425,9.521107269864007,386.5486612977991
740.0,-628105.447027037,54,4563.0,151764.87505704132,10.000834232051858,1174.6809577467734
745.0,-628105.447027037,47,4404.0,164150.74201103637,11.621365045449545,275.68809427583653
750.0,-329889.15504621435,43,4616.0,151691.6896314071,10.770831576500871,1344.329687417709
755.0,-329889.15504621435,43,4542.0,145736.51801509474,9.670192420124966,238.51412164675736
760.0,-150270.39012847794,41,4124.0,151171.6578318953,12.173832888637895,202.93784183061058
765.0,-150270.39012847794,40,4326.0,156938.7308063777,9.497704176184493,417.7905439352809
770.0,-508197.798831207,47,4543.0,148699.7626819605,9.607955577164923,602.7898822148028
775.0,-508197.798831207,45,4705.0,154667.54866956762,10.40687921729781,497.73393676389986
780.0,-628100.5531431388,45,4716.0,141178.8054421652,9.614694104489303,406.96530658201465
785.0,-628100.5531431388,43,4573.0,146750.18827915937,10.081773837493188,559.4095521503696
790.0,-326130.40066185186,44,4376.0,141843.43324013517,10.017653640057272,1833.4005933380017
795.0,-326130.40066185186,36,4565.0,144078.66863108365,9.907186968608398,323.3058227946097
800.0,-205352.13678934553,36,4638.0,136255.89599198272,9.163563267997654,431.1762906176431
805.0,-205352.13678934553,34,4373.0,140763.69397951753,10.982855209207187,654.6010978833085
810.0,-573424.715431942,37,4087.0,143525.70300598303,11.445412183956451,344.3582027994705
815.0,-573424.715431942,41,4113.0,151203.07110033958,9.975580611455602,359.5209644616667
820.0,-904421.282299351,38,4129.0,142036.00081941774,9.809383939258469,425.58335497247907
825.0,-904421.282299351,39,4022.0,140001.05726330902,9.361988103569672,474.2797742997966
830.0,-574318.9585830467,43,4233.0,149818.04770515428,9.809475346646293,499.4312302060376
835.0,-574318.9585830467,45,4436.0,166361.2428561134,10.388712406911559,442.1548308064645
840.0,-257854.00886219458,47,4660.0,175487.43707347792,11.478007720310185,82.80426666334208
845.0,-257854.00886219458,52,4910.0,184189.39536920917,10.937138734700195,434.45487193593544
850.0,-466490.88865112234,54,5113.0,180537.318511488,10.566301494052784,580.1034488218407
855.0,-669005.6116705618,54,5282.0,164953.40941553173,10.89568006592074,388.6018222587428
860.0,-669005.6116705618,56,5528.0,154259.53171411884,8.845523261090115,224.35584554310645
865.0,-904470.4069661843,58,5814.0,155449.23536200525,10.50840585946029,320.2491542403332
870.0,-904472.6849999997,54,5619.0,155266.814211654,9.998392962726466,3904.210993853543
875.0,-904472.6849999997,43,4987.0,156327.51613500554,12.038580597894171,455.37708989097126
880.0,-904472.6849999997,37,5140.0,161804.46630529535,10.83384298559642,588.0256223184037
885.0,-904472.6849999997,34,5315.0,140442.43796309613,8.941225477320327,355.3942310635892
890.0,-1007761.2323611109,38,5492.0,152701.2296277679,9.785896529899102,272.633707517827
895.0,-1007761.2323611109,43,5656.0,143891.14634792675,8.874683361205719,764.4744580339842
900.0,-1007761.2323611109,49,5867.0,165062.91798588497,10.911896384853772,518.8926649384965
905.0,-1007761.2323611109,52,6106.0,176481.71173893643,11.228490415967421,333.7957679671673
910.0,-1007761.2323611109,49,6120.0,170825.28815705737,10.45206264129878,304.3758277881508
915.0,-1007761.2323611109,45,5751.0,152135.99734412483,10.412004951256272,411.8652310873579
920.0,-1007761.2323611109,39,5562.0,162661.8454336569,10.140413259192488,381.3168532879623
925.0,-1007761.2323611109,30,5543.0,147300.55393019947,10.163336457586286,390.7717652948204
930.0,-1007761.2323611109,28,5677.0,158351.3120263627,12.61833353748837,249.39284837539313
935.0,-1007761.2323611109,34,5638.0,137229.6556757807,9.536459698518243,299.08346539283906
940.0,-1020046.750514469,36,5210.0,146869.04426508286,11.165759500419393,772.5356130646151
945.0,-1020046.750514469,34,4735.0,152277.75124971557,10.069890196209753,411.5806900671057
950.0,-641892.2882521548,31,4867.0,133472.30423305425,8.947615174790243,237.37989411374468
955.0,-641892.2882521548,33,4839.0,136652.09070369918,9.34198856755733,248.81911738106123
960.0,-270085.152580653,28,4719.0,149782.93476770955,11.267540985677433,309.77660942215726
965.0,-268852.79635233997,29,4653.0,136505.50932419303,9.477578391384693,408.5297879942764
970.0,-268852.79635233997,34,4420.0,158654.84851076495,10.798555237310042,185.233973939887
975.0,-310177.0394137553,38,4597.0,134429.71522432845,9.477483757017245,238.28493495742813
980.0,-310177.0394137553,39,4786.0,147162.761691598,10.480156342959088,334.3004950737885
985.0,-222057.08361687776,44,4989.0,165416.33742098178,11.585012206455637,316.4563303487174
990.0,-219877.62189451823,44,4768.0,142828.21337094894,10.095199948871306,523.8128959753477
995.0,-219877.62189451823,38,4135.0,161648.97477413298,11.369920673262923,672.5059882553664
1000.0,-209961.0189260664,34,3938.0,132722.52161091176,10.063635833043044,202.9956115208844
1005.0,-209961.0189260664,34,4096.0,144705.06224558392,10.24388657011606,1144.5766930617751
1010.0,-119175.96849908662,42,4285.0,132893.6589722252,9.078414969543765,188.0081391730523
1015.0,-149300.81986916455,48,4513.0,143236.0023887816,9.69891893857378,132.95468676935369
1020.0,-305847.88016826083,53,4734.0,149176.90856155517,10.21159652822418,2647.3358595208842
1025.0,-471560.50757560943,50,4918.0,158891.3807491597,10.56523772930954,266.6455766698185
1030.0,-471773.99750964076,51,5157.0,155587.59473237584,10.27421448675323,320.57148997774306
1035.0,-501907.32331423694,54,5402.0,147882.90389642454,9.810134180907479,114.74072803352753
1040.0,-471777.4190277778,52,5194.0,150163.89009388722,10.592540241151712,196.43627579422827
1045.0,-547150.1427777779,48,5046.0,147763.5261352734,10.676652633934225,188.9452952915365
1050.0,-547150.1427777779,40,4963.0,161061.2814463955,11.429188005405495,347.4363496252116
1055.0,-576987.178547394,42,4958.0,154562.88737657687,9.96837712239682,200.8653899978062
1060.0,-467312.43918722234,44,4979.0,152221.78845030835,9.058181706506389,263.2224158910692
1065.0,-467312.43918722234,48,5174.0,150663.44057520462,9.298440375122958,291.199937047179
1070.0,-357814.6823181233,47,5159.0,162128.24010769566,9.860607775710072,620.9281465235483
1075.0,-357814.6823181233,41,5166.0,174774.56177449334,10.796063863535956,311.42856713838717
1080.0,-397623.7143707496,45,5177.0,155958.3042690875,8.824837609417452,430.5319844173308
1085.0,-614102.0537761371,52,5276.0,169646.70000591004,10.887047376259083,360.885792817287
1090.0,-614102.0537761371,50,5289.0,162249.68922226055,9.781602390124052,574.818539706622
1095.0,-1012855.298470624,51,5299.0,148111.5062473368,10.163242870368451,693.6421001042183
1100.0,-1012855.298470624,54,5458.0,147662.77627401822,10.722774603094749,272.89534882992007
1105.0,-1018927.5618055552,54,5480.0,153190.64325319283,10.119707860187182,161.62231191603735
1110.0,-1018927.5618055552,49,5517.0,162860.4199334324,8.468229047698877,242.34296967960665
1115.0,-1032885.4736111108,44,5497.0,138195.2008651339,7.361157934594422,163.25682919370166
1120.0,-1032885.4736111108,41,5670.0,151634.8287502455,8.117671782647491,290.38708297493247
1125.0,-1007761.2323611109,42,5848.0,135474.6873733963,7.350562095569947,37.641450306412416
1130.0,-1007761.2323611109,45,6034.0,135810.95900758967,7.366280219389194,45.59352442560374
1135.0,-1007761.2323611109,48,6268.0,136455.96770085013,7.610215051709174,80.74053073825779
1140.0,-1007761.2323611109,53,6522.0,143754.99033051042,7.720074600306399,381.92137606334336
1145.0,-1007761.2323611109,54,6792.0,149145.41849683487,10.109593354698173,407.09071067861345
1150.0,-1007761.2323611109,55,7064.0,146413.54143291953,9.678325839220333,167.56031224489718
1155.0,-1007761.2323611109,55,7165.0,152073.3199612024,7.9225492739838845,356.57178440186556
1160.0,-1007761.2323611109,51,7259.0,153229.11357395002,7.793701417802025,175.35579003085303
1165.0,-1023035.327577301,50,7295.0,141628.09694046134,7.236278425065937,737.8112658381121
1170.0,-1023035.327577301,53,7548.0,162827.43515213838,8.135891863757067,209.16575901151785
1175.0,-1007761.2323611109,53,7496.0,167319.13792318292,8.221437970131937,232.21663012738145
1180.0,-1007761.2323611109,48,7430.0,161137.1805115081,8.256578957596608,280.70591625460605
1185.0,-573070.3462793452,45,6793.0,174406.43318142265,11.992243533957101,134.8369457988673
1190.0,-292863.9159823661,40,6429.0,154484.55119410862,10.165241826616683,108.46327015370659
1195.0,-292863.9159823661,35,6331.0,168222.34886356007,9.577398545976777,173.16301133622778
1200.0,-90359.18188120272,38,5988.0,170607.47425622324,12.699950675642873,144.4362665660862
1205.0,-164550.07821853578,40,6180.0,155046.31558144643,10.42400173537527,214.13029478267052
1210.0,-164550.07821853578,50,6408.0,159844.0091886563,9.128147907539697,171.7914953678786
1215.0,-510554.6482471744,54,6397.0,162139.71611465194,9.08873198074156,1822.6720020842797
1220.0,-510554.6482471744,53,6477.0,189487.1890548018,10.5796313530135,392.4695595373638
1225.0,-327627.74379770877,55,6559.0,174544.40020346674,8.355301233336167,382.63803644634777
1230.0,-327627.74379770877,54,6629.0,169197.01083961147,10.395281701148356,61.48810346474324
1235.0,-164509.31723555794,53,6679.0,187390.04159232706,13.720234711409335,1144.8891410118404
1240.0,-164509.31723555794,52,6692.0,191759.77488541088,10.753405160884235,610.7673212814353
1245.0,-422411.5618098749,52,6859.0,188492.58842620533,9.473321830417934,210.98808296893117
1250.0,-501308.9356837087,53,7071.0,184090.32257409504,9.71070367946944,237.9540749281108
1255.0,-583178.7419302231,59,7352.0,167573.1488395412,7.822380321420851,184.94231506532665
1260.0,-583178.7419302231,63,7659.0,177356.53906143602,7.766605181359724,354.9035936274561
1265.0,-628106.03125,64,7979.0,182711.90855852718,9.798043379677509,239.9070004371771
1270.0,-628106.03125,64,8238.0,178633.318047633,7.735731063403707,258.24450624766513
1275.0,-806624.8109490122,62,8458.0,187186.27367765698,7.905291272194377,685.616540049096
1280.0,-806624.8109490122,64,8732.0,182930.90928739408,7.618769629593861,320.68469717582263
1285.0,-1007714.5208389121,67,8827.0,181311.59594504267,7.883972257752596,414.967511639647
1290.0,-1007714.5208389121,63,8925.0,191503.33770246268,8.198149934266361,470.77845528314595
1295.0,-544057.2053781206,62,9023.0,181931.85041536615,7.525224138696757,204.42625077049496
1300.0,-544057.2053781206,60,9275.0,181551.55490918574,7.746029934171191,570.6918679171011
1305.0,-331075.87322324,56,9361.0,188771.3898502616,10.468897271836823,674.8721700143556
1310.0,-331075.87322324,56,9440.0,192480.16658309064,12.497311474471994,815.1656142644633
1315.0,-73283.54432645351,57,9320.0,184531.0771846502,8.324036691832385,422.29042015611014
1320.0,-73283.54432645351,58,9614.0,200601.99167432502,13.890269768366416,260.2819872139974
1325.0,-108506.57069364197,61,9913.0,184491.6129151975,6.742156716074038,389.64633196755466
1330.0,-108506.57069364197,69,10236.0,196208.91394616215,7.267614158189412,760.568024939224
1335.0,-327770.36933751317,71,10578.0,199331.68662312458,10.126719674898808,2501.072878610457
1340.0,-327770.36933751317,73,10941.0,208788.76005981833,7.836909108977355,767.1438214372922
1345.0,-748307.2866036859,74,11102.0,219645.10625363403,10.496292776889412,374.20996981649915
1350.0,-806528.4009983684,70,11245.0,213973.0615371694,9.785164844540471,426.3997976075574
1355.0,-806528.4009983684,74,11455.0,206972.65178840683,10.369645288737342,652.4736357757721
1360.0,-1022136.3464422871,75,11434.0,199458.37814185576,7.341809401612777,4636.750491535285
1365.0,-1022136.3464422871,70,11407.0,250542.62228255894,14.996088916296637,468.6964764996563
1370.0,-1007761.2323611109,65,10996.0,215110.0975854397,11.100699055497081,132.0254889864034
1375.0,-1007761.2323611109,68,11326.0,204730.83828540042,9.778317883959923,526.4077672630666
1380.0,-1022792.8061506029,74,11436.0,201954.9943033532,7.6603965381919865,2974.823297949942
1385.0,-1022792.8061506029,70,10995.0,218627.66790777585,10.748245061029259,342.75581540309713
1390.0,-496463.9109540335,60,10852.0,216927.94748379415,11.902167235369966,412.6475178721739
1395.0,-496463.9109540335,54,10808.0,226194.31190002395,10.39842727310759,377.9513844796909
1400.0,-181715.5466384921,53,11058.0,214609.0077384701,9.278894402677414,257.5617478210856
1405.0,-214786.31138517777,57,11327.0,197423.92867798038,10.108654507059962,306.97522051537794
1410.0,-214786.31138517777,67,11638.0,201432.53751706914,9.13270781062291,489.5677360766633
1415.0,-572159.9969726152,72,11982.0,204195.85279359308,11.017182725957545,509.7118228784717
1420.0,-572159.9969726152,72,12338.0,216861.90419418854,11.05351068388101,720.1783757665003
1425.0,-628105.3242894027,71,12422.0,194217.9456035415,9.34548908942563,674.8527485538963
1430.0,-628105.3242894027,61,12333.0,222412.9301348125,14.044032484462093,581.2241873335066
1435.0,-351004.97512562224,62,12362.0,191864.99449209264,9.732576807424156,659.677358997638
1440.0,-351004.97512562224,61,12659.0,194549.78641462047,8.901003008142517,488.4832185306252
1445.0,-93320.5223472928,62,12949.0,207147.71488579077,9.888145908172007,608.584144677541
1450.0,-93320.5223472928,67,12830.0,205810.77076690597,10.188800326655029,1039.454234292069
1455.0,-370475.0176089764,65,12376.0,217921.6418007184,10.519047003478176,507.0490413347668
1460.0,-370475.0176089764,60,11136.0,234811.47169707852,11.998488725045547,242.0294224926708
1465.0,-547143.1240707389,62,11231.0,214272.95754785545,10.004605234855195,321.6103619200131
1470.0,-547143.1240707389,64,11530.0,211134.5145180701,9.213526295451139,479.82771566523434
1475.0,-812514.1200284034,67,11857.0,214370.3674131847,9.865788930164722,248.73088983479627
1480.0,-812514.1200284034,65,12040.0,235209.18704962585,10.080330572901744,394.45496885126914
1485.0,-904405.8898614454,66,11976.0,223136.9997429055,11.237704684940029,312.9908948954705
1490.0,-904472.6849999997,63,11790.0,204721.10681124087,11.232606279332428,518.2626361682419
1495.0,-904472.6849999997,60,11550.0,229988.73216600774,12.345259504556552,548.9568761392347
1500.0,-455623.21316981723,53,11657.0,202931.73093832086,9.664920636034836,510.02486784734015
1505.0,-455623.21316981723,51,11902.0,174846.8456554506,8.591982045396275,257.2367652750784
1510.0,-259688.15583875446,58,12158.0,180908.56168342324,8.971399363991448,1278.1388593420604
1515.0,-259688.15583875446,64,12439.0,202905.319136487,10.368382099692642,550.1607448846771
1520.0,-401096.0255899458,69,12749.0,186540.0958906849,9.839588055978862,246.55796074873592
1525.0,-401096.0255899458,71,13075.0,186337.05255259163,10.287839039041337,156.69170591343962
1530.0,-717344.3928736387,69,12936.0,190575.1315935254,10.103766705158854,901.6845960071618
1535.0,-720077.3726090408,64,12573.0,198286.60760370223,10.703364042404317,601.8249682952909
1540.0,-720077.3726090408,56,12221.0,192946.24951843295,11.549721155374712,287.9397299048415
1545.0,-333228.229470447,57,11998.0,193536.2650779498,11.213968749281344,123.22676541801869
1550.0,-126617.10083503324,55,12103.0,179128.55362384423,9.576065940498879,65.32479796855134
1555.0,-126617.10083503324,56,12359.0,191862.23469769125,10.144379054285302,274.62515586594986
1560.0,-79614.53863328672,61,12646.0,196548.10104336942,10.390975876693581,611.7299879646528
1565.0,-133274.8972522815,64,12957.0,185587.088620115,10.076233464672665,303.19016617019946
