step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,14.370921378469374,0,0.0,0.9618928709247856,0,0.0,0.9585802281714684,0,0.0,1.0,0,0.0,1.0,0,0.0,0.958140707052443,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9608808015498526,0,0.0,0.9613201697231023,0,0.0,0.96313418636452,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9589455792517473,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.23617524870587,0,0.0,0.9154702355102412,0,0.0,0.9371149060213897,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9361989379470025,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9414687768966314,0,0.0,0.9345902671026748,0,0.0,0.8425000764497718,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9242659964087112,0,0.0,1.0,0,0.0
15.0,3,4.0,0.1,10.539839650834207,1,1.0,0.736661367311757,0,0.0,0.9683750252057134,0,0.0,1.0,0,0.0,1.0,0,0.0,0.655705231010601,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6184505150055196,0,0.0,0.6344924003316605,1,2.0,0.7060932503699817,0,0.0,0.952231831516515,0,0.0,1.0,0,0.0,1.0,0,0.0,0.966978209145071,0,0.0,0.8538633155515962,3,4.0
20.0,10,46.0,0.8214285714285714,9.407160123695977,2,10.0,0.6599438055679413,0,0.0,0.9189879869781502,0,0.0,1.0,0,0.0,1.0,2,7.0,0.5005960841159909,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,10.0,0.43940141255000936,2,8.0,0.5229717628899028,2,11.0,0.6157939772259369,0,0.0,0.9459734455669055,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9406310921939818,0,0.0,0.9645811778606502,10,46.0
25.0,1,2.0,0.027777777777777776,8.913247885504632,1,5.0,0.6322414660946764,0,0.0,0.6815513326090289,0,0.0,1.0,0,0.0,1.0,0,3.0,0.5970169095746017,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,3.0,0.6408120857595717,0,0.0,0.6213658897440759,0,3.0,0.47968228016683784,0,0.0,0.939129084362069,0,2.0,0.3702575564340074,0,0.0,1.0,0,0.0,0.9701243469400384,0,0.0,0.9398880731642716,1,16.0
30.0,6,24.0,0.3,10.325661553021305,2,10.0,0.5568117582880574,2,12.0,0.597386600676679,0,0.0,0.9790675411577789,0,0.0,1.0,0,0.0,0.8430727657668804,0,4.0,0.7845398907367594,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8611302054008396,0,0.0,0.8660213076441177,2,6.0,0.4802500041308046,0,4.0,0.8038435603647492,0,4.0,0.8059057781213106,0,4.0,0.8269308927570572,0,0.0,0.9429544431475093,0,0.0,0.7827170539757792,6,44.0
35.0,3,6.0,0.0625,11.143434679312307,0,5.0,0.667020809071123,0,8.0,0.7031834915691769,0,0.0,0.9232919417822419,0,0.0,1.0,0,0.0,0.9600076261553,0,4.0,0.9130823051803114,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9367890215137203,0,0.0,0.9679230253778848,1,8.0,0.6101283389679726,0,6.0,0.8343167812778297,0,4.0,0.901453697775536,0,4.0,0.897225160617245,0,4.0,0.7387174278810869,2,5.0,0.6370434140593878,3,48.0
40.0,7,17.0,0.15178571428571427,10.300619216360243,2,7.0,0.695435246652415,1,5.0,0.5203162072816517,0,4.0,0.6279946304687075,0,0.0,0.9653654396877472,0,0.0,0.9520351637915438,1,5.0,0.5305682028905137,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6261529327980843,0,0.0,0.9859529759921013,2,11.0,0.6815061008778642,0,4.0,0.8091331720882642,0,0.0,0.896238640780844,0,0.0,0.9104738552897015,0,4.0,0.9499698666199636,1,3.0,0.5869151700509988,7,43.0
45.0,18,70.0,0.5833333333333334,9.132912163278965,4,24.0,0.5459616970694942,1,6.0,0.42783656500470874,1,9.0,0.8709885713487733,0,0.0,0.9183430693964153,0,0.0,0.9309515926195173,6,23.0,0.31229251000171016,0,0.0,1.0,0,0.0,1.0,3,15.0,0.4072848219469999,0,0.0,0.7366435065142741,0,7.0,0.7830086452236457,0,8.0,0.7637734360940818,0,0.0,0.8446865041000697,1,1.0,0.30553987855702797,0,0.0,0.8931954300576302,2,7.0,0.6430330632558252,18,100.0
50.0,30,175.0,1.286764705882353,7.400326869332621,6,51.0,0.5085312388029514,2,10.0,0.5038285621783062,0,0.0,0.6876794811005468,1,1.0,0.21370539670122402,0,0.0,0.6947135808740101,9,64.0,0.16412245147547325,0,0.0,0.9550865202771205,0,0.0,1.0,4,33.0,0.5706356688663211,1,4.0,0.5089247396147832,0,4.0,0.5805466878733594,0,8.0,0.564582059249094,0,0.0,0.8345812579635602,5,18.0,0.15219709742592602,1,1.0,0.666229751139982,1,1.0,0.632809553708481,30,195.0
55.0,41,248.0,1.631578947368421,6.791168433132246,1,40.0,0.5337900117665917,1,11.0,0.542856642802728,4,11.0,0.25682127741634225,3,16.0,0.5234168329731984,2,6.0,0.6274124380544259,11,118.0,0.13936899599983618,0,0.0,0.9789349868556911,0,0.0,1.0,6,57.0,0.5494258451884889,4,19.0,0.3701446350048447,0,5.0,0.4705360009732219,6,28.0,0.4703467843832201,0,0.0,1.0,0,22.0,0.6372556433698028,2,13.0,0.5187985928861832,1,6.0,0.528427951069901,41,352.0
60.0,39,303.0,1.9177215189873418,7.360563254354203,2,8.0,0.6117174440379047,1,13.0,0.7779397758506973,1,16.0,0.22192188185248882,4,38.0,0.6476090327365452,4,23.0,0.46038900857642834,6,127.0,0.21519678860715075,0,8.0,0.40428612479420384,0,0.0,1.0,9,91.0,0.29506164427060233,0,17.0,0.6228001791331267,1,4.0,0.47768647971859457,7,58.0,0.4982260053021766,0,0.0,0.9128968111099647,0,4.0,0.6200788876897109,4,28.0,0.5682498502100843,0,0.0,0.32974623844271594,39,435.0
