step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
265.0,8,126.0,7.0,4.035301301405828,2,42.0,0.0,5,214.0,0.14975101482263656,7,256.0
270.0,6,99.0,5.5,6.481294050654284,2,54.0,0.5802714331899314,4,104.0,0.26018859244991865,6,158.0
275.0,8,112.0,5.333333333333333,4.502218526191641,3,64.0,0.35970299241466513,4,105.0,0.22085226306205463,7,169.0
280.0,10,147.0,6.391304347826087,5.159957623321468,3,75.0,0.38060430152396313,6,131.0,0.1991810524052524,9,206.0
285.0,8,131.0,5.458333333333333,5.220639385445177,3,90.0,0.40885060825246566,4,128.0,0.2240799343788277,7,218.0
290.0,12,173.0,6.92,4.619144236274566,5,108.0,0.028750502466004194,7,124.0,0.16135677155997166,12,232.0
295.0,11,114.0,4.384615384615385,4.126298289453514,3,76.0,0.17309184228075422,7,154.0,0.010762713862968095,10,230.0
300.0,12,169.0,6.76,5.325341443346109,3,34.0,0.26837593385869707,8,194.0,0.009671846960822107,11,228.0
305.0,7,131.0,5.038461538461538,6.0321061512298035,1,7.0,0.2056793767720836,6,181.0,0.13294222598401312,7,188.0
310.0,8,168.0,7.0,6.774497436138501,1,10.0,0.4310692650138459,7,215.0,0.2316794055055148,8,225.0
315.0,9,181.0,7.869565217391305,5.334420775151313,0,0.0,0.2517723554854794,7,235.0,0.14533883266217343,7,235.0
320.0,11,226.0,11.894736842105264,4.418185689625115,1,3.0,4.658885374097133e-05,7,268.0,0.0,8,271.0
325.0,11,259.0,12.95,3.9015959587039255,1,8.0,0.4423064244669741,6,286.0,0.0,7,294.0
330.0,11,308.0,14.666666666666666,4.425317124730521,2,19.0,0.3284719450624144,6,316.0,0.14141265593267852,8,335.0
335.0,10,342.0,14.25,5.2707750450208275,1,9.0,0.22408245983821085,6,346.0,0.3508793318987319,7,355.0
340.0,9,205.0,8.541666666666666,6.581902504741316,1,14.0,0.6384611610995858,4,278.0,0.27488095524167916,5,292.0
345.0,6,48.0,2.1818181818181817,6.030606109746754,2,22.0,0.3977190342790554,1,140.0,0.4289987879040392,3,162.0
350.0,6,26.0,1.2380952380952381,5.325452506110189,2,11.0,0.4242007320104319,3,205.0,0.09501317825362231,5,216.0
355.0,9,61.0,3.388888888888889,2.8635284621286368,3,22.0,0.02096384329287873,6,239.0,0.006345480102835088,9,261.0
360.0,11,76.0,4.222222222222222,3.2990905929380165,3,22.0,0.2412163154882951,7,253.0,0.061481189237858114,10,275.0
365.0,12,134.0,7.444444444444445,3.6189003661189147,3,37.0,0.12482800719164484,8,291.0,0.08208993513295672,11,328.0
370.0,13,174.0,9.157894736842104,2.7056550409016333,4,53.0,0.0004397369955344929,7,310.0,0.21513221803964777,11,363.0
375.0,13,234.0,10.173913043478262,3.6095437405947415,4,73.0,0.0,7,345.0,0.0,11,418.0
380.0,12,294.0,14.0,4.935191190346299,4,93.0,0.19969692932243946,7,380.0,0.12486580626675797,11,473.0
385.0,10,243.0,12.15,4.0990421107562725,1,1.0,0.6518466523866725,8,416.0,0.0005016821616186796,9,417.0
390.0,11,295.0,13.409090909090908,4.302967908228465,2,8.0,0.11712909414536235,8,460.0,0.2587294990002861,10,468.0
395.0,10,343.0,14.91304347826087,5.27027882352688,1,13.0,0.4321468829330798,8,500.0,0.09225815825911714,9,513.0
400.0,12,399.0,18.136363636363637,3.8185241835489805,1,16.0,0.3300529617380992,10,546.0,0.1664397825513773,11,562.0
405.0,11,384.0,16.0,4.060285154556449,2,26.0,0.24008734197865725,6,512.0,0.06251070958148922,8,538.0
410.0,9,429.0,19.5,6.619243505013609,2,40.0,0.6389595740959325,6,542.0,0.0,8,582.0
415.0,10,476.0,20.695652173913043,5.756484357500369,3,52.0,0.47368715857284777,6,572.0,0.16437670260640747,9,624.0
420.0,16,539.0,24.5,2.7072617450538785,7,76.0,0.0004656726225921315,8,606.0,0.16968494213954943,15,682.0
425.0,16,619.0,25.791666666666668,2.954972807029181,7,111.0,0.18394244528502637,8,646.0,0.06454924924267058,15,757.0
430.0,15,686.0,27.44,3.2760052231894745,7,146.0,0.16512031152319423,7,673.0,0.0,14,819.0
435.0,16,765.0,31.875,3.295332916207004,7,181.0,0.11841995107630786,7,708.0,0.1843741495559772,14,889.0
440.0,11,463.0,20.130434782608695,3.3144335303424186,4,118.0,0.19312140945350253,4,597.0,0.20943879361526369,8,715.0
445.0,6,149.0,5.96,6.745082369927495,4,119.0,0.29752700529737847,1,354.0,0.5428282141621846,5,473.0
450.0,3,65.0,2.7083333333333335,7.832287364402835,2,100.0,0.5605195740900721,1,318.0,0.4392614804607829,3,418.0
455.0,7,89.0,3.869565217391304,6.138999920499776,2,80.0,0.48885695274715824,4,340.0,0.12004476862572515,6,420.0
460.0,11,135.0,5.625,5.283328090229088,5,98.0,0.08089332218783103,6,368.0,0.10245498993992164,11,466.0
465.0,12,193.0,8.772727272727273,4.629468457335862,6,126.0,0.1709520338226503,6,398.0,0.10143719280888507,12,524.0
470.0,13,237.0,10.772727272727273,3.7127146312785553,6,138.0,0.1636784129257695,6,428.0,0.09655928924301048,12,566.0
475.0,14,300.0,13.636363636363637,3.5935909210249264,7,169.0,0.192610740484707,7,460.0,7.199289533033573e-05,14,629.0
480.0,9,191.0,8.304347826086957,4.88180494404066,3,48.0,0.11135488621423398,6,488.0,0.1837107184437104,9,536.0
485.0,9,236.0,10.26086956521739,6.345351847599345,3,43.0,0.34419594133675574,6,522.0,0.2978077086481274,9,565.0
490.0,10,271.0,11.782608695652174,5.463872867936376,2,43.0,0.0,8,557.0,0.18479803723074542,10,600.0
495.0,11,315.0,11.25,5.668957395491765,2,53.0,0.0,8,589.0,0.17284949897488214,10,642.0
500.0,12,371.0,16.863636363636363,5.466725820761176,2,65.0,0.6461585850000638,10,635.0,0.07773871873386444,12,700.0
505.0,12,425.0,16.346153846153847,4.3996016429208735,3,76.0,0.19433271856797138,9,676.0,0.10624638604099451,12,752.0
510.0,13,483.0,17.25,5.5312881641587825,4,89.0,0.2035027827037558,9,721.0,0.17919248038341387,13,810.0
515.0,16,558.0,20.666666666666668,4.709852088606884,5,113.0,0.2997394815532114,11,772.0,0.07899918118523205,16,885.0
520.0,17,639.0,27.782608695652176,2.3548613204300914,5,138.0,0.1340560149415947,12,828.0,0.14793219300539276,17,966.0
525.0,18,711.0,28.44,2.169925232011901,4,149.0,0.11771955309364339,13,889.0,0.06546569932188818,17,1038.0
530.0,14,632.0,24.307692307692307,3.7606708454863003,4,169.0,0.19132959303575922,9,870.0,0.18046181010009693,13,1039.0
535.0,14,664.0,24.59259259259259,4.631000888213923,4,189.0,0.1629918283221498,9,834.0,0.16500548861835523,13,1023.0
540.0,13,651.0,23.25,4.205300072362128,5,214.0,0.0710637558730789,7,815.0,0.10250388292287457,12,1029.0
545.0,13,714.0,28.56,5.411328895232949,5,241.0,0.34746657043530266,8,834.0,0.10392240815669235,13,1075.0
550.0,12,771.0,32.125,3.251915776663249,5,266.0,0.16699474447236512,7,866.0,0.020457685801131907,12,1132.0
555.0,17,845.0,35.208333333333336,3.121379932748587,9,302.0,0.09732660639228777,8,904.0,0.1756788496487806,17,1206.0
560.0,13,416.0,16.0,2.5349348554816067,7,163.0,0.029654166249460413,5,718.0,0.1120021091970188,12,881.0
565.0,10,258.0,9.923076923076923,6.46636548093467,7,196.0,0.1826525421229345,3,334.0,0.4340313131890571,10,530.0
570.0,11,292.0,11.23076923076923,5.125922194057177,8,232.0,0.28759949748428204,3,214.0,0.18131895123899047,11,446.0
575.0,18,370.0,14.8,2.6932602507518446,12,283.0,0.07472164996945506,6,243.0,3.901507743521183e-06,18,526.0
580.0,17,451.0,17.346153846153847,3.5980222607442913,12,341.0,0.0974051408785999,5,264.0,0.0,17,605.0
585.0,19,539.0,21.56,2.2161956709938426,13,404.0,0.05743248455462009,5,289.0,0.17487231112402332,18,693.0
590.0,23,641.0,23.74074074074074,0.7216091100335116,15,476.0,5.441147729216117e-05,7,319.0,3.294403835135619e-05,22,795.0
595.0,23,751.0,26.821428571428573,2.1396360192585577,15,551.0,0.0,7,354.0,0.1082054933629052,22,905.0
600.0,21,612.0,20.4,1.75358883726582,12,528.0,0.05036620903112396,8,391.0,0.10383489825939113,20,919.0
605.0,13,315.0,9.84375,4.2044495519682155,9,428.0,0.15326794224077045,4,311.0,0.11125781798115354,13,739.0
610.0,14,380.0,11.515151515151516,5.050023023868747,9,423.0,0.13208652469055815,4,229.0,0.3139559608744061,13,652.0
615.0,18,461.0,15.366666666666667,3.328560142003272,14,484.0,0.0024728230874174295,4,249.0,0.15398332800008224,18,733.0
620.0,20,545.0,20.185185185185187,1.998753765302813,12,498.0,0.02115878125094708,7,282.0,0.1584657154951603,19,780.0
625.0,15,574.0,22.076923076923077,3.466939129575886,11,463.0,0.10287216299097321,4,269.0,0.0475499208986853,15,732.0
630.0,17,653.0,26.12,3.3461511324563755,13,526.0,0.17402941577414024,4,281.0,0.0,17,807.0
635.0,18,742.0,28.53846153846154,2.0601894050332663,14,593.0,0.1372685716433392,4,301.0,0.0,18,894.0
640.0,21,844.0,29.103448275862068,1.9911142164464437,17,675.0,0.0006493861771141794,4,321.0,0.23807547493673434,21,996.0
645.0,19,924.0,31.862068965517242,2.6478656064825064,15,710.0,0.09179655075122946,4,341.0,0.2669244463072776,19,1051.0
650.0,22,1028.0,34.266666666666666,2.187609936591869,16,773.0,0.021598940299025326,6,369.0,0.13741985786620942,22,1142.0
655.0,14,684.0,23.586206896551722,3.4869701372603426,7,562.0,0.08962315612925502,7,404.0,0.176149458848066,14,966.0
660.0,11,506.0,16.322580645161292,5.652600958301531,6,424.0,0.0739785696994604,5,239.0,0.3961880532436488,11,663.0
665.0,11,499.0,14.257142857142858,6.857231515479552,7,460.0,0.26570310118257934,4,108.0,0.40280256634215855,11,568.0
670.0,12,556.0,15.885714285714286,6.362879989473714,7,495.0,0.43026207577977027,5,82.0,0.17097448909361326,12,577.0
675.0,16,629.0,19.65625,4.313348845392145,10,538.0,0.10210305839721494,6,112.0,0.26105246402441273,16,650.0
680.0,19,720.0,24.0,3.622441217021539,13,599.0,0.0618910068023377,6,142.0,0.22977790504863152,19,741.0
685.0,20,815.0,28.103448275862068,3.542721153895925,13,664.0,0.07089053849686101,6,172.0,0.1064699555983447,19,836.0
690.0,22,918.0,31.655172413793103,2.3572619986333128,13,729.0,0.06836198547704801,8,210.0,3.099361459103169e-05,21,939.0
695.0,21,1023.0,36.535714285714285,1.938205224794928,13,794.0,0.04036167676811027,8,250.0,0.10756644760360776,21,1044.0
